Age,AgeGroup,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Sex,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
36,25-54,Travel_Frequently,566,Property Operations,18,4,Property Management,3,Male,81,4,1,Property Operations Staff,4,Married,3688,7122,4,0,18,3,4,4,2,3,1,0,0,0,0
51,25-54,Travel_Rarely,1302,Property Operations,2,3,Property Management,4,Male,84,1,2,Property Operations Staff,2,Divorced,5482,16321,5,0,18,3,4,13,3,3,4,1,1,2,0
41,25-54,Travel_Rarely,334,General Services,2,4,Business Administration,4,Male,88,3,4,Administrative Officer,2,Single,16015,15896,1,0,19,3,2,22,2,3,22,10,0,4,0
21,15-24,Travel_Rarely,812,General Services,10,3,Office Management,4,Female,69,2,1,Office Support Staff,3,Single,1200,9724,1,0,12,3,1,0,2,3,0,0,0,0,0
28,25-54,Travel_Rarely,1476,Property Operations,16,2,Property Management,2,Male,68,4,2,Utilities & Equipment Technician,1,Single,5661,4824,0,0,19,3,3,9,2,3,8,3,0,7,0
31,25-54,Travel_Rarely,218,General Services,7,3,Office Management,2,Male,100,4,2,Utilities & Maintenance Staff,4,Married,6929,12241,4,0,11,3,2,10,3,2,8,7,7,7,0
39,25-54,Travel_Rarely,1132,Property Operations,1,3,Facilities Management,3,Male,48,4,3,Utilities & Equipment Technician,4,Divorced,9613,10942,0,0,17,3,1,19,5,2,18,10,3,7,0
36,25-54,Non-Travel,1105,Property Operations,24,4,Facilities Management,2,Female,47,3,2,Utilities & Equipment Technician,2,Married,5674,6927,7,0,15,3,3,11,3,3,9,8,0,8,0
32,25-54,Travel_Rarely,906,General Services,7,3,Office Management,4,Male,91,2,2,Supply Officer,3,Married,5484,16985,1,0,14,3,3,13,3,2,13,8,4,8,0
38,25-54,Travel_Rarely,849,Property Operations,25,2,Facilities Management,1,Female,81,2,3,Building Engineer,2,Married,12061,26707,3,0,17,3,3,19,2,3,10,8,0,1,0
58,55-64,Non-Travel,390,Property Operations,1,4,Real Estate,4,Male,32,1,2,Building Engineer,3,Divorced,5660,17056,2,1,13,3,4,12,2,3,5,3,1,2,0
31,25-54,Travel_Rarely,691,Property Operations,5,4,Real Estate,3,Male,86,3,1,Security Supervisor,4,Married,4821,10077,0,1,12,3,3,6,4,3,5,2,0,3,0
31,25-54,Travel_Rarely,106,Human Resources Management,2,3,Human Resources,1,Male,62,2,2,Payroll & Benefits Officer,1,Married,6410,17822,3,0,12,3,4,9,1,3,2,2,1,0,0
45,25-54,Travel_Frequently,1249,Property Operations,7,3,Real Estate,1,Male,97,3,3,Security Supervisor,1,Divorced,5210,20308,1,0,18,3,1,24,2,3,24,9,9,11,0
31,25-54,Travel_Rarely,192,Property Operations,2,4,Real Estate,3,Male,32,3,1,Utilities & Equipment Technician,4,Divorced,2695,7747,0,1,18,3,2,3,2,1,2,2,2,2,0
33,25-54,Travel_Frequently,553,Property Operations,5,4,Real Estate,4,Female,74,3,3,Facilities Operations Officer,2,Married,11878,23364,6,0,11,3,2,12,2,3,10,6,8,8,0
39,25-54,Travel_Rarely,117,Property Operations,10,1,Real Estate,3,Male,99,3,4,Operations Supervisor,1,Married,17068,5355,1,1,14,3,4,21,3,3,21,9,11,10,0
43,25-54,Travel_Frequently,185,Property Operations,10,4,Real Estate,3,Female,33,3,1,Utilities & Equipment Technician,4,Single,2455,10675,0,0,19,3,1,9,5,3,8,7,1,7,0
49,25-54,Travel_Rarely,1091,Property Operations,1,2,Real Estate,3,Female,90,2,4,Operations Supervisor,3,Single,13964,17810,7,1,12,3,4,25,2,3,7,1,0,7,0
52,25-54,Travel_Rarely,723,Property Operations,8,4,Real Estate,3,Male,85,2,2,Security Supervisor,2,Married,4941,17747,2,0,15,3,1,11,3,2,8,2,7,7,1
27,25-54,Travel_Rarely,1220,Property Operations,5,3,Real Estate,3,Female,85,3,1,Property Operations Staff,2,Single,2478,20938,1,1,12,3,2,4,2,2,4,3,1,2,0
32,25-54,Travel_Rarely,588,General Services,8,2,Business Administration,3,Female,65,2,2,Supply Officer,2,Married,5228,24624,1,1,11,3,4,13,2,3,13,12,11,9,0
27,25-54,Travel_Rarely,1377,General Services,2,3,Office Management,4,Male,74,3,2,Supply Officer,3,Single,4478,5242,1,1,11,3,1,5,3,3,5,4,0,4,0
31,25-54,Travel_Rarely,691,General Services,7,3,Office Management,4,Male,73,3,2,Supply Officer,4,Divorced,7547,7143,4,0,12,3,4,13,3,3,7,7,1,7,0
32,25-54,Travel_Rarely,1018,Property Operations,2,4,Real Estate,1,Female,74,4,2,Property Operations Staff,4,Single,5055,10557,7,0,16,3,3,10,0,2,7,7,0,7,0
28,25-54,Travel_Rarely,1157,Property Operations,2,4,Real Estate,1,Male,84,1,1,Property Operations Staff,4,Married,3464,24737,5,1,13,3,4,5,4,2,3,2,2,2,1
30,25-54,Travel_Rarely,1275,Property Operations,28,2,Real Estate,4,Female,64,3,2,Property Operations Staff,4,Married,5775,11934,1,0,13,3,4,11,2,3,10,8,1,9,0
31,25-54,Travel_Frequently,798,Property Operations,7,2,Facilities Management,3,Female,48,2,3,Facilities Operations Officer,3,Married,8943,14034,1,0,24,4,1,10,2,3,10,9,8,9,0
39,25-54,Travel_Frequently,672,Property Operations,7,2,Facilities Management,3,Male,54,2,5,Property Operations Manager,4,Married,19272,21141,1,0,15,3,1,21,2,3,21,9,13,3,0
39,25-54,Travel_Rarely,1162,General Services,3,2,Public Administration,4,Female,41,3,2,Supply Officer,3,Married,5238,17778,4,1,18,3,1,12,3,2,1,0,0,0,1
33,25-54,Travel_Frequently,508,General Services,10,3,Public Administration,2,Male,46,2,2,Supply Officer,4,Single,4682,4317,3,0,14,3,3,9,6,2,7,7,0,1,0
47,25-54,Travel_Rarely,1482,Property Operations,5,5,Facilities Management,4,Male,42,3,5,Property Operations Manager,3,Married,18300,16375,4,0,11,3,2,21,2,3,3,2,1,1,0
43,25-54,Travel_Frequently,559,Property Operations,10,4,Facilities Management,3,Female,82,2,2,Supply Officer,3,Divorced,5257,6227,1,0,11,3,2,9,3,4,9,7,0,0,0
27,25-54,Non-Travel,210,General Services,1,1,Office Management,3,Male,73,3,2,Office Support Staff,2,Married,6349,22107,0,1,13,3,4,6,0,3,5,4,1,4,0
54,25-54,Travel_Frequently,928,Property Operations,20,4,Facilities Management,4,Female,31,3,2,Property Operations Staff,3,Single,4869,16885,3,0,12,3,4,20,4,2,4,3,0,3,0
43,25-54,Travel_Rarely,1001,Property Operations,7,3,Facilities Management,3,Female,43,3,3,Building Engineer,1,Married,9985,9262,8,0,16,3,1,10,1,2,1,0,0,0,0
45,25-54,Travel_Rarely,549,Property Operations,8,4,Facilities Management,4,Male,75,3,2,Research Scientist,4,Married,3697,9278,9,0,14,3,1,12,3,3,10,9,9,8,0
40,25-54,Travel_Rarely,1124,General Services,1,2,Business Administration,2,Male,57,1,2,Utilities & Maintenance Staff,4,Married,7457,13273,2,1,22,4,3,6,2,2,4,3,0,2,0
29,25-54,Travel_Rarely,318,Property Operations,8,4,Facilities Management,2,Male,77,1,1,Property Staff,1,Married,2119,4759,1,1,11,3,4,7,4,2,7,7,0,7,1
29,25-54,Travel_Rarely,738,Property Operations,9,5,Facilities Management,2,Male,30,2,1,Property Staff,4,Single,3983,7621,0,0,17,3,3,4,2,3,3,2,2,2,0
30,25-54,Travel_Rarely,570,General Services,5,3,Business Administration,4,Female,30,2,2,Procurement Officer,3,Divorced,6118,5431,1,0,13,3,3,10,2,3,10,9,1,2,0
27,25-54,Travel_Rarely,1130,General Services,8,4,Business Administration,2,Female,56,3,2,Utilities & Maintenance Staff,2,Married,6214,3415,1,0,18,3,1,8,3,3,8,7,0,7,0
37,25-54,Travel_Rarely,1192,Property Operations,5,2,Facilities Management,4,Male,61,3,2,Utilities & Equipment Technician,4,Divorced,6347,23177,7,0,16,3,3,8,2,2,6,2,0,4,0
38,25-54,Travel_Rarely,343,Property Operations,15,2,Facilities Management,3,Male,92,2,3,Security Supervisor,4,Divorced,11510,15682,0,1,14,3,2,12,3,3,11,10,2,9,0
31,25-54,Travel_Rarely,1232,Property Operations,7,4,Facilities Management,3,Female,39,3,3,Security Supervisor,4,Single,7143,25713,1,1,14,3,3,11,2,2,11,9,4,10,0
29,25-54,Travel_Rarely,144,General Services,10,1,Public Administration,4,Female,39,2,2,Supply Officer,2,Divorced,8268,11866,1,1,14,3,1,7,2,3,7,7,1,7,0
35,25-54,Travel_Rarely,1296,Property Operations,5,4,Property Management,3,Male,62,3,3,Security Supervisor,2,Single,8095,18264,0,0,13,3,4,17,5,3,16,6,0,13,0
23,15-24,Travel_Rarely,1309,Property Operations,26,1,Property Management,3,Male,83,3,1,Property Operations Staff,4,Divorced,2904,16092,1,0,12,3,3,4,2,2,4,2,0,2,0
41,25-54,Travel_Rarely,483,Property Operations,6,3,Property Management,4,Male,95,2,2,Property Operations Staff,2,Single,6032,10110,6,1,15,3,4,8,3,3,5,4,1,2,0
47,25-54,Travel_Frequently,1309,General Services,4,1,Public Administration,2,Male,99,3,2,Supply Officer,3,Single,2976,25751,3,0,19,3,1,5,3,3,0,0,0,0,0
42,25-54,Travel_Rarely,810,Property Operations,23,5,Property Management,1,Female,44,3,4,Operations Supervisor,4,Single,15992,15901,2,0,14,3,2,16,2,3,1,0,0,0,0
29,25-54,Non-Travel,746,General Services,2,3,Office Management,4,Male,61,3,2,Office Support Staff,3,Married,4649,16928,1,0,14,3,1,4,3,2,4,3,0,2,0
42,25-54,Travel_Rarely,544,Human Resources Management,2,1,Technical Degree,3,Male,52,3,1,Employee Relations Officer,3,Divorced,2696,24017,0,1,11,3,3,4,5,3,3,2,1,0,0
32,25-54,Travel_Rarely,1062,Property Operations,2,3,Property Management,3,Female,75,3,1,Property Operations Staff,2,Married,2370,3956,1,0,13,3,3,8,4,3,8,0,0,7,0
48,25-54,Travel_Rarely,530,General Services,29,1,Office Management,1,Female,91,3,3,Procurement Officer,3,Married,12504,23978,3,0,21,4,2,15,3,1,0,0,0,0,0
37,25-54,Travel_Rarely,1319,Property Operations,6,3,Property Management,3,Male,51,4,2,Building Engineer,1,Divorced,5974,17001,4,1,13,3,1,13,2,3,7,7,6,7,0
30,25-54,Non-Travel,641,General Services,25,2,Business Administration,4,Female,85,3,2,Office Support Staff,3,Married,4736,6069,7,1,12,3,2,4,2,4,2,2,2,2,0
26,25-54,Travel_Rarely,933,General Services,1,3,Business Administration,3,Male,57,3,2,Office Support Staff,3,Married,5296,20156,1,0,17,3,2,8,3,3,8,7,7,7,0
42,25-54,Travel_Rarely,1332,Property Operations,2,4,Property Management,1,Male,98,2,2,Building Engineer,4,Single,6781,17078,3,0,23,4,2,14,6,3,1,0,0,0,0
21,15-24,Travel_Frequently,756,General Services,1,1,Public Administration,1,Female,99,2,1,Office Support Staff,2,Single,2174,9150,1,1,11,3,3,3,3,3,3,2,1,2,1
36,25-54,Non-Travel,845,General Services,1,5,Public Administration,4,Female,45,3,2,Office Support Staff,4,Single,6653,15276,4,0,15,3,2,7,6,3,1,0,0,0,0
36,25-54,Travel_Frequently,541,General Services,3,4,Public Administration,1,Male,48,2,3,Utilities & Maintenance Staff,4,Married,9699,7246,4,0,11,3,1,16,2,3,13,9,1,12,0
57,55-64,Travel_Rarely,593,Property Operations,1,4,Property Management,4,Male,88,3,2,Security Supervisor,3,Married,6755,2967,2,0,11,3,3,15,2,3,3,2,1,2,0
40,25-54,Travel_Rarely,1171,Property Operations,10,4,Property Management,4,Female,46,4,1,Property Operations Staff,3,Married,2213,22495,3,1,13,3,3,10,3,3,7,7,1,7,0
21,15-24,Non-Travel,895,General Services,9,2,Office Management,1,Male,39,3,1,Office Support Staff,4,Single,2610,2851,1,0,24,4,3,3,3,2,3,2,2,2,0
33,25-54,Travel_Rarely,350,General Services,5,3,Office Management,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,1,13,3,2,1,2,3,1,0,0,0,1
37,25-54,Travel_Rarely,921,Property Operations,10,3,Property Management,3,Female,98,3,1,Housekeeping Supervisor,1,Married,3452,17663,6,0,20,4,2,17,3,3,5,4,0,3,0
46,25-54,Non-Travel,1144,Property Operations,7,4,Property Management,3,Female,30,3,2,Housekeeping Supervisor,3,Married,5258,16044,2,0,14,3,3,7,2,4,1,0,0,0,0
41,25-54,Travel_Frequently,143,General Services,4,3,Office Management,1,Male,56,3,2,Supply Officer,2,Single,9355,9558,1,0,18,3,3,8,5,3,8,7,7,7,1
50,25-54,Travel_Rarely,1046,Property Operations,10,3,Property Management,4,Male,100,2,3,Housekeeping Supervisor,4,Single,10496,2755,6,0,15,3,4,20,2,3,4,3,1,3,0
40,25-54,Travel_Rarely,575,General Services,22,2,Office Management,3,Male,68,2,2,Procurement Officer,3,Married,6380,6110,2,1,12,3,1,8,6,3,6,4,1,0,1
31,25-54,Travel_Rarely,408,Property Operations,9,4,Property Management,3,Male,42,2,1,Property Operations Staff,2,Single,2657,7551,0,1,16,3,4,3,5,3,2,2,2,2,0
21,15-24,Travel_Rarely,156,General Services,12,3,Public Administration,3,Female,90,4,1,Supply Officer,2,Single,2716,25422,1,0,15,3,4,1,0,3,1,0,0,0,1
29,25-54,Travel_Rarely,1283,Property Operations,23,3,Property Management,4,Male,54,3,1,Property Operations Staff,4,Single,2201,18168,9,0,16,3,4,6,4,3,3,2,1,2,0
35,25-54,Travel_Rarely,755,Property Operations,9,4,Property Management,3,Male,97,2,2,Building Engineer,2,Single,6540,19394,9,0,19,3,3,10,5,3,1,1,0,0,0
27,25-54,Travel_Rarely,1469,Property Operations,1,2,Facilities Management,4,Male,82,3,1,Property Operations Staff,2,Divorced,3816,17881,1,0,11,3,2,5,2,3,5,2,0,4,0
28,25-54,Travel_Rarely,304,General Services,9,4,Public Administration,2,Male,92,3,2,Utilities & Maintenance Staff,4,Single,5253,20750,1,0,16,3,4,7,1,3,7,5,0,7,0
49,25-54,Travel_Rarely,1261,Property Operations,7,3,Facilities Management,2,Male,31,2,3,Building Engineer,3,Single,10965,12066,8,0,24,4,3,26,2,3,5,2,0,0,0
51,25-54,Travel_Rarely,1178,General Services,14,2,Public Administration,3,Female,87,3,2,Utilities & Maintenance Staff,4,Married,4936,14862,4,0,11,3,3,18,2,2,7,7,0,7,0
36,25-54,Travel_Rarely,329,Property Operations,2,3,Facilities Management,4,Female,96,3,1,Building Engineer,3,Married,2543,11868,4,0,13,3,2,6,3,3,2,2,2,2,0
34,25-54,Non-Travel,1362,General Services,19,3,Office Management,1,Male,67,4,2,Utilities & Maintenance Staff,4,Single,5304,4652,8,1,13,3,2,9,3,2,5,2,0,4,1
55,55-64,Travel_Rarely,1311,Property Operations,2,3,Facilities Management,3,Female,97,3,4,Operations Supervisor,4,Single,16659,23258,2,1,13,3,3,30,2,3,5,4,1,2,0
24,15-24,Travel_Rarely,1371,General Services,10,4,Business Administration,4,Female,77,3,2,Supply Officer,3,Divorced,4260,5915,1,1,12,3,4,5,2,4,5,2,0,3,0
30,25-54,Travel_Rarely,202,General Services,2,1,Business Administration,3,Male,72,3,1,Supply Officer,2,Married,2476,17434,1,0,18,3,1,1,3,3,1,0,0,0,0
26,25-54,Travel_Frequently,575,Property Operations,3,1,Facilities Management,3,Male,73,3,1,Property Operations Staff,1,Single,3102,6582,0,0,22,4,3,7,2,3,6,4,0,4,1
22,15-24,Travel_Rarely,253,Property Operations,11,3,Facilities Management,1,Female,43,3,1,Property Operations Staff,2,Married,2244,24440,1,0,13,3,4,2,1,3,2,1,1,2,0
36,25-54,Travel_Rarely,164,General Services,2,2,Business Administration,2,Male,61,2,3,Supply Officer,3,Married,7596,3809,1,0,13,3,2,10,2,3,10,9,9,0,0
30,25-54,Travel_Frequently,464,Property Operations,4,3,Facilities Management,3,Male,40,3,1,Property Operations Staff,4,Single,2285,3427,9,1,23,4,3,3,4,3,1,0,0,0,1
37,25-54,Travel_Rarely,1107,Property Operations,14,3,Facilities Management,4,Female,95,3,1,Utilities & Equipment Technician,1,Divorced,3034,26914,1,0,12,3,3,18,2,2,18,7,12,17,0
40,25-54,Travel_Rarely,759,General Services,2,2,Public Administration,4,Female,46,3,2,Procurement Officer,2,Divorced,5715,22553,7,0,12,3,3,8,5,3,5,4,1,3,0
42,25-54,Travel_Rarely,201,Property Operations,1,4,Facilities Management,2,Female,95,3,1,Security Supervisor,1,Divorced,2576,20490,3,0,16,3,2,8,5,3,5,2,1,2,0
37,25-54,Travel_Rarely,1305,Property Operations,10,4,Facilities Management,3,Male,49,3,2,Property Operations Staff,2,Single,4197,21123,2,1,12,3,4,18,2,2,1,0,0,1,0
43,25-54,Travel_Rarely,982,Property Operations,12,3,Facilities Management,1,Male,59,2,4,Operations Supervisor,2,Divorced,14336,4345,1,0,11,3,3,25,3,3,25,10,3,9,0
40,25-54,Travel_Rarely,555,Property Operations,2,3,Facilities Management,2,Female,78,2,2,Building Engineer,3,Married,3448,13436,6,0,22,4,2,20,3,3,1,0,0,0,0
54,25-54,Travel_Rarely,821,Property Operations,5,2,Facilities Management,1,Male,86,3,5,Property Operations Manager,1,Married,19406,8509,4,0,11,3,3,24,4,2,4,2,1,2,0
34,25-54,Non-Travel,1381,General Services,4,4,Public Administration,3,Female,72,3,2,Utilities & Maintenance Staff,3,Married,6538,12740,9,0,15,3,1,6,3,3,3,2,1,2,0
31,25-54,Travel_Rarely,480,Property Operations,7,2,Facilities Management,2,Female,31,3,2,Utilities & Equipment Technician,1,Married,4306,4156,1,0,12,3,2,13,5,1,13,10,3,12,0
43,25-54,Travel_Frequently,313,Property Operations,21,3,Facilities Management,4,Male,61,3,1,Utilities & Equipment Technician,4,Married,2258,15238,7,0,20,4,1,8,1,3,3,2,1,2,0
43,25-54,Travel_Rarely,1473,Property Operations,8,4,Facilities Management,3,Female,74,3,2,Utilities & Equipment Technician,3,Divorced,4522,2227,4,1,14,3,4,8,3,3,5,2,0,2,0
25,25-54,Travel_Rarely,891,General Services,4,2,Business Administration,2,Female,99,2,2,Procurement Officer,4,Single,4487,12090,1,1,11,3,2,5,3,3,5,4,1,3,0
37,25-54,Non-Travel,1063,Property Operations,25,5,Facilities Management,2,Female,72,3,2,Security Supervisor,3,Married,4449,23866,3,1,15,3,1,15,2,3,13,11,10,7,0
31,25-54,Travel_Rarely,329,Property Operations,1,2,Facilities Management,4,Male,98,2,1,Utilities & Equipment Technician,1,Married,2218,16193,1,0,12,3,3,4,3,3,4,2,3,2,0
39,25-54,Travel_Frequently,1218,Property Operations,1,1,Facilities Management,2,Male,52,3,5,Property Operations Manager,3,Divorced,19197,8213,1,1,14,3,3,21,3,3,21,8,1,6,0
56,55-64,Travel_Frequently,906,General Services,6,3,Business Administration,3,Female,86,4,4,Administrative Officer,1,Married,13212,18256,9,0,11,3,4,36,0,2,7,7,7,7,0
30,25-54,Travel_Rarely,1082,General Services,12,3,Office Management,2,Female,83,3,2,Utilities & Maintenance Staff,3,Single,6577,19558,0,0,11,3,2,6,6,3,5,4,4,4,0
41,25-54,Travel_Rarely,645,General Services,1,3,Office Management,2,Male,49,4,3,Supply Officer,1,Married,8392,19566,1,0,16,3,3,10,2,3,10,7,0,7,0
28,25-54,Travel_Rarely,1300,Property Operations,17,2,Facilities Management,3,Male,79,3,2,Utilities & Equipment Technician,1,Divorced,4558,13535,1,0,12,3,4,10,2,3,10,0,1,8,0
25,25-54,Travel_Rarely,688,Property Operations,3,3,Facilities Management,1,Male,91,3,1,Property Operations Staff,1,Married,4031,9396,5,0,13,3,3,6,5,3,2,2,0,2,1
52,25-54,Travel_Rarely,319,Property Operations,3,3,Facilities Management,4,Male,39,2,3,Security Supervisor,3,Married,7969,19609,2,1,14,3,3,28,4,3,5,4,0,4,0
45,25-54,Travel_Rarely,192,Property Operations,10,2,Facilities Management,1,Male,69,3,1,Property Operations Staff,4,Married,2654,9655,3,0,21,4,4,8,3,2,2,2,0,2,0
52,25-54,Travel_Rarely,1490,Property Operations,4,2,Facilities Management,4,Female,30,3,4,Property Operations Manager,4,Married,16555,10310,2,0,13,3,4,31,2,1,5,2,1,4,0
42,25-54,Travel_Frequently,532,Property Operations,29,2,Facilities Management,1,Female,92,3,2,Utilities & Equipment Technician,3,Divorced,4556,12932,2,0,11,3,2,19,3,3,5,4,0,2,0
30,25-54,Travel_Rarely,317,Property Operations,2,3,Facilities Management,3,Female,43,1,2,Utilities & Equipment Technician,4,Single,6091,24793,2,0,20,4,3,11,2,3,5,4,0,2,0
60,55-64,Travel_Rarely,422,Property Operations,7,3,Facilities Management,1,Female,41,3,5,Property Operations Manager,1,Married,19566,3854,5,0,11,3,4,33,5,1,29,8,11,10,0
46,25-54,Travel_Rarely,1485,Property Operations,18,3,Facilities Management,3,Female,87,3,2,Utilities & Equipment Technician,3,Divorced,4810,26314,2,0,14,3,3,19,5,2,10,7,0,8,0
42,25-54,Travel_Frequently,1368,Property Operations,28,4,Facilities Management,4,Female,88,2,2,Utilities & Equipment Technician,4,Married,4523,4386,0,0,11,3,4,7,4,4,6,5,0,4,0
24,15-24,Travel_Rarely,1448,General Services,1,1,Office Management,1,Female,62,3,1,Office Support Staff,2,Single,3202,21972,1,1,16,3,2,6,4,3,5,3,1,4,1
34,25-54,Travel_Frequently,296,General Services,6,2,Office Management,4,Female,33,1,1,Office Support Staff,3,Divorced,2351,12253,0,0,16,3,4,3,3,2,2,2,1,0,1
38,25-54,Travel_Frequently,1490,Property Operations,2,2,Facilities Management,4,Male,42,3,1,Property Operations Staff,4,Married,1702,12106,1,1,23,4,3,1,3,3,1,0,0,0,0
40,25-54,Travel_Rarely,1398,General Services,2,4,Business Administration,3,Female,79,3,5,General Services Manager,3,Married,18041,13022,0,0,14,3,4,21,2,3,20,15,1,12,0
26,25-54,Travel_Rarely,1349,Property Operations,23,3,Facilities Management,1,Female,90,3,1,Property Operations Staff,4,Divorced,2886,3032,1,0,22,4,2,3,3,1,3,2,0,2,0
30,25-54,Non-Travel,1400,Property Operations,3,3,Facilities Management,3,Male,53,3,1,Property Operations Staff,4,Married,2097,16734,4,0,15,3,3,9,3,1,5,3,1,4,0
29,25-54,Travel_Rarely,986,Property Operations,3,4,Facilities Management,2,Male,93,2,3,Security Supervisor,3,Married,11935,21526,1,0,18,3,3,10,2,3,10,2,0,7,0
29,25-54,Travel_Rarely,408,Property Operations,25,5,Facilities Management,3,Female,71,2,1,Property Operations Staff,2,Married,2546,18300,5,0,16,3,2,6,2,4,2,2,1,1,1
22,15-24,Travel_Rarely,489,Human Resources Management,2,2,Technical Degree,1,Male,52,2,1,Employee Relations Officer,4,Single,2564,18437,1,0,12,3,3,1,3,4,1,0,0,0,1
30,25-54,Non-Travel,1398,General Services,22,4,Business Administration,3,Female,69,3,3,Supply Officer,1,Married,8412,2890,0,0,11,3,3,10,3,3,9,8,7,8,0
57,55-64,Travel_Rarely,210,General Services,29,3,Business Administration,1,Male,56,2,4,Administrative Officer,4,Divorced,14118,22102,3,0,12,3,3,32,3,2,1,0,0,0,0
50,25-54,Travel_Rarely,1099,Property Operations,29,4,Facilities Management,2,Male,88,2,4,Building Engineer,3,Married,17046,9314,0,0,15,3,2,28,2,3,27,10,15,7,0
30,25-54,Non-Travel,1116,Property Operations,2,3,Facilities Management,3,Female,49,3,1,Building Engineer,4,Single,2564,7181,0,0,14,3,3,12,2,2,11,7,6,7,0
60,55-64,Travel_Frequently,1499,General Services,28,3,Public Administration,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,0,19,3,4,22,5,4,18,13,13,11,0
47,25-54,Travel_Rarely,983,Property Operations,2,2,Facilities Management,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,0,13,3,3,20,2,3,5,0,0,4,0
46,25-54,Travel_Rarely,1009,Property Operations,2,3,Facilities Management,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,0,13,3,3,26,2,1,3,2,0,1,0
35,25-54,Travel_Rarely,144,Property Operations,22,3,Facilities Management,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,0,15,3,3,6,2,3,5,4,4,3,0
54,25-54,Travel_Rarely,548,Property Operations,8,4,Facilities Management,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,0,11,3,3,19,3,3,1,0,0,0,0
34,25-54,Travel_Rarely,1303,Property Operations,2,4,Facilities Management,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,0,12,3,3,14,3,3,7,3,5,7,0
46,25-54,Travel_Rarely,1125,General Services,10,3,Office Management,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,1,19,3,3,15,3,3,3,2,1,2,0
31,25-54,Travel_Rarely,1274,Property Operations,9,1,Facilities Management,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,0,25,4,4,13,6,4,13,8,0,8,0
33,25-54,Travel_Rarely,1277,Property Operations,15,1,Facilities Management,2,Male,56,3,3,Manager,3,Married,13610,24619,7,1,12,3,4,15,2,4,7,6,7,7,1
33,25-54,Travel_Rarely,587,Property Operations,10,1,Facilities Management,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,0,13,3,1,8,2,3,4,3,1,3,1
30,25-54,Travel_Rarely,413,General Services,7,1,Public Administration,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,0,14,3,1,4,3,3,3,2,1,2,0
35,25-54,Travel_Rarely,1276,Property Operations,16,3,Facilities Management,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,1,12,3,3,10,2,3,8,7,0,0,0
31,25-54,Travel_Frequently,534,Property Operations,20,3,Facilities Management,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,0,12,3,1,12,2,3,1,0,0,0,1
34,25-54,Travel_Frequently,988,Human Resources Management,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,1,15,3,3,11,2,3,3,2,0,2,1
42,25-54,Travel_Frequently,1474,Property Operations,5,2,Facilities Management,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,0,17,3,4,8,4,3,2,2,2,0,0
36,25-54,Non-Travel,635,General Services,10,4,Public Administration,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,0,14,3,4,10,3,2,10,3,9,7,0
22,15-24,Travel_Frequently,1368,Property Operations,4,1,Facilities Management,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,0,16,3,3,4,3,3,2,2,1,2,1
48,25-54,Travel_Rarely,163,General Services,2,5,Public Administration,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,0,14,3,1,14,2,3,9,7,6,7,0
55,55-64,Travel_Rarely,1117,General Services,18,5,Public Administration,1,Female,83,3,4,Manager,2,Single,16835,9873,3,0,23,4,4,37,2,3,10,9,7,7,0
41,25-54,Non-Travel,267,General Services,10,2,Office Management,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,0,14,3,4,16,3,3,14,3,1,10,0
35,25-54,Travel_Rarely,619,General Services,1,3,Office Management,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,0,11,3,3,15,2,3,11,9,6,9,0
40,25-54,Travel_Rarely,302,Property Operations,6,3,Facilities Management,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,0,15,3,3,22,3,3,20,6,5,13,0
39,25-54,Travel_Frequently,443,Property Operations,8,1,Facilities Management,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,0,11,3,1,8,3,3,8,3,0,7,0
